07/16/2019,FACEBK - PPGF,15.00,,1423.55
07/17/2019,UBER EATS HELP.UBER.COM,11.53,,1435.08
07/17/2019,SKIPTHEDISHES,8.05,,1443.13
07/17/2019,AMZN Mktp CA*MH1J57UT2,36.95,,1480.08
07/18/2019,SUBWAY,8.70,,1488.78
07/18/2019,MY HOME CUISINE,9.00,,1497.78
07/18/2019,Amazon.ca*MA35R0C02,6.61,,1504.39
07/18/2019,UBER EATS HELP.UBER.COM,12.54,,1516.93
07/19/2019,AMZN Mktp CA*MH0V15600,37.30,,1554.23
07/19/2019,PIZZA HUT #31138 D,22.52,,1576.75
07/19/2019,PARKWAY LIQUOR STORE,13.25,,1590.00
07/20/2019,MCDONALD'S #19170  Q04,6.17,,1596.17
07/20/2019,TIM HORTONS #3207,13.18,,1609.35
07/21/2019,DOMINOS PIZZA #39032,16.27,,1625.62
07/21/2019,AMZN Mktp CA*MA88A2OF1,27.99,,1653.61
07/21/2019,DOORDASH*DODO SUSHI,14.82,,1668.43
07/22/2019,DOORDASH*THAI BASIL,17.47,,1685.90
07/22/2019,BEST BUY #705,,559.99,1125.91
07/22/2019,UBER EATS HELP.UBER.COM,7.22,,1133.13
07/22/2019,EBI-TEN,12.46,,1145.59
07/23/2019,DOORDASH*DODO SUSHI,14.54,,1160.13
07/23/2019,SUBWAY,8.70,,1168.83
07/23/2019,THIRST FIRST REFRESHMENTS,1.31,,1170.14
07/23/2019,BC LIQUOR #192,13.44,,1183.58
07/24/2019,THE PIT,20.87,,1204.45
07/24/2019,THE PIT,12.43,,1216.88
07/24/2019,THE PIT,15.16,,1232.04
07/24/2019,EBI-TEN,12.46,,1244.50
07/25/2019,THE CHOPPED LEAF CL002,12.76,,1257.26
07/25/2019,THE PIT,24.20,,1281.46
07/26/2019,AMZN Mktp CA*MA1807AI2,11.98,,1293.44
07/26/2019,DOORDASH*THAI BASIL,15.93,,1309.37
07/26/2019,PAYMENT - THANK YOU,,400.00,909.37
07/26/2019,POKERRITO,17.85,,927.22
07/26/2019,BC LIQUOR #177,13.81,,941.03
07/27/2019,PARKWAY LIQUOR STORE,14.10,,955.13
07/27/2019,LEVELS NIGHTCLUB,19.25,,974.38
07/27/2019,TIM HORTONS #3046,18.24,,992.62
07/27/2019,YVR PARKING,5.00,,997.62
07/27/2019,DOMINOS PIZZA #39032,24.22,,1021.84
07/27/2019,DOLLAR N PLUS,4.20,,1026.04
07/27/2019,SAFEWAY #4976,10.07,,1036.11
07/29/2019,MY HOME CUISINE,9.00,,1045.11
07/29/2019,UberBV,13.62,,1058.73
07/29/2019,EBI-TEN,12.46,,1071.19
07/30/2019,SUBWAY,8.70,,1079.89
07/30/2019,BC LIQUOR #192,15.31,,1095.20
07/31/2019,PAYMENT - THANK YOU,,1100.00,-4.80
07/31/2019,NOODLEBOX HOMER,12.29,,7.49
07/31/2019,THIRST FIRST REFRESHMENTS,1.25,,8.74
08/01/2019,DOORDASH*DODO SUSHI,14.82,,23.56
08/01/2019,UberBV,4.81,,28.37
08/01/2019,MY HOME CUISINE,9.00,,37.37
08/01/2019,THE PARLOUR,15.00,,52.37
08/01/2019,UNIVERSITY PHARMACY,6.71,,59.08
08/02/2019,EBI-TEN,12.46,,71.54
