02/11/2020,PAYMENT - THANK YOU,,200.00,1154.65
02/11/2020,H-MART EXPRESS UBC,26.08,,1180.73
02/11/2020,BC LIQUOR #192,13.58,,1194.31
02/12/2020,LIFE CHIROPRACTIC,370.00,,1564.31
02/13/2020,A&W STORE# 0751,8.98,,1573.29
02/13/2020,GALLERY,6.40,,1579.69
02/13/2020,GALLERY,6.64,,1586.33
02/14/2020,SAVE ON FOODS #993,2.31,,1588.64
02/14/2020,ZABU CHICKEN RESTAURANT,100.29,,1688.93
02/14/2020,VANCOUVER AQUARIUM(CA1,8.33,,1697.26
02/14/2020,PARKWAY LIQUOR STORE,16.35,,1713.61
02/15/2020,SAVE ON FOODS #993,10.45,,1724.06
02/15/2020,BC LIQUOR #192,23.91,,1747.97
02/15/2020,EVO CAR SHARE,15.18,,1763.15
02/15/2020,DOORDASH*SUBWAY,18.49,,1781.64
02/16/2020,Foodora Canada,9.15,,1790.79
02/16/2020,Foodora Canada,26.82,,1817.61
02/16/2020,UBER BV,3.40,,1821.01
02/16/2020,UBER BV,18.53,,1839.54
02/16/2020,DOMINOS PIZZA #39032,14.72,,1854.26
02/16/2020,AMZN Mktp CA*J56LD5TT3,12.99,,1867.25
02/17/2020,Foodora Canada,20.55,,1887.80
02/17/2020,A&W STORE# 0751,16.73,,1904.53
02/17/2020,Foodora Canada,10.11,,1914.64
02/18/2020,PAYMENT - THANK YOU,,500.00,1414.64
02/18/2020,Foodora Canada,10.11,,1424.75
02/19/2020,UBER BV,17.83,,1442.58
02/19/2020,Foodora Canada,10.11,,1452.69
02/19/2020,SHOPPERSDRUGMART0202,24.23,,1476.92
02/20/2020,UBER BV,17.79,,1494.71
02/20/2020,EVO CAR SHARE,23.31,,1518.02
02/20/2020,AMZN Mktp CA*BY4AL0L73,32.24,,1550.26
02/20/2020,AMZN Mktp CA*LH5MT7DT3,5.98,,1556.24
02/20/2020,SAVE ON FOODS #993,16.79,,1573.03
02/20/2020,PIZZA HUT #31138 D,23.80,,1596.83
02/20/2020,Foodora Canada,9.15,,1605.98
02/21/2020,DOORDASH DASHPASS,9.99,,1615.97
02/21/2020,SHOPPERSDRUGMART2273,2.85,,1618.82
02/21/2020,GALLERY,22.77,,1641.59
02/21/2020,Foodora Canada,10.11,,1651.70
02/22/2020,SAVE ON FOODS #993,7.69,,1659.39
02/22/2020,PIZZA HUT #31138 D,51.26,,1710.65
02/22/2020,Foodora Canada,21.57,,1732.22
02/22/2020,DOORDASH*DONAIR DUDE,12.69,,1744.91
02/23/2020,Foodora Canada,10.11,,1755.02
02/24/2020,PAYMENT - THANK YOU,,500.00,1255.02
02/24/2020,PAYMENT - THANK YOU,,360.00,895.02
02/24/2020,UBER BV,16.74,,911.76
02/24/2020,AMZN Mktp CA*ON66H1VL3,13.62,,925.38
02/24/2020,AMZN Mktp CA*ZM3B70QD3,29.44,,954.82
02/24/2020,SAVE ON FOODS #993,1.28,,956.10
02/27/2020,UBER BV,14.69,,970.79
02/27/2020,IKE'S CAFE,8.17,,978.96
02/27/2020,FORTUNE NIGHTCLUB,18.40,,997.36
02/27/2020,FORTUNE NIGHTCLUB,18.98,,1016.34
02/27/2020,FORTUNE NIGHTCLUB,17.83,,1034.17
02/28/2020,PAYMENT - THANK YOU,,400.00,634.17
02/28/2020,SAVE ON FOODS #993,11.65,,645.82
02/28/2020,UBER BV,21.41,,667.23
02/28/2020,UBER BV,16.63,,683.86
02/29/2020,SAVE ON FOODS #993,3.14,,687.00
02/29/2020,Foodora Canada,9.15,,696.15
02/29/2020,RIVER ROCK CASINO AND,8.63,,704.78
02/29/2020,RIVER ROCK CASINO AND,9.06,,713.84
02/29/2020,RIVER ROCK CASINO AND,15.75,,729.59
02/29/2020,BC LIQUOR #192,14.39,,743.98
02/29/2020,UBER BV,29.39,,773.37
02/29/2020,GOOGLE *YouTube Videos,6.99,,780.36
03/01/2020,RAMEN DANBO,22.58,,802.94
03/01/2020,DOORDASH*ONGBA VIETNAM,14.33,,817.27
03/01/2020,RIVER ROCK CASINO AND,8.63,,825.90
03/01/2020,UBER BV,38.19,,864.09
03/01/2020,UBER BV,36.80,,900.89
03/02/2020,Amazon.ca*HC5KY5QZ3,8.37,,909.26
03/02/2020,PAYMENT - THANK YOU,,400.00,509.26
03/02/2020,UBER BV,8.09,,517.35
03/02/2020,SAUDER EXCHANGE CAFE,2.42,,519.77
03/02/2020,PIZZA HUT #31138 D,23.50,,543.27
03/04/2020,DOORDASH*DAIRY QUEEN,14.02,,557.29
03/04/2020,AMZN Mktp CA*E34G794U3,41.99,,599.28
