09/17/2019,UBER EATS HELP.UBER.COM,12.09,,-11.64
09/17/2019,TIM HORTONS  - TREK,7.27,,-4.37
09/19/2019,IKE'S CAFE,3.73,,-0.64
09/20/2019,BC LIQUOR #192,25.39,,24.75
09/20/2019,BC LIQUOR #192,26.99,,51.74
09/20/2019,INS MARKET # 9166,5.25,,56.99
09/21/2019,SAVE ON FOODS #993,7.54,,64.53
09/21/2019,COWBOYS VAPE & SMOKES,61.94,,126.47
09/21/2019,DOORDASH*NEPTUNE CHINE,16.57,,143.04
09/21/2019,DOMINOS PIZZA #39032,31.71,,174.75
09/22/2019,TIM HORTONS  - TREK,9.70,,184.45
09/22/2019,BIERCRAFT WESTBROOK,32.53,,216.98
09/22/2019,SHAUGHNESSY GOLF & COUNTR,7.00,,223.98
09/22/2019,SHAUGHNESSY GOLF & COUNTR,7.00,,230.98
09/22/2019,SHAUGHNESSY GOLF & COUNTR,7.00,,237.98
09/22/2019,SHAUGHNESSY GOLF & COUNTR,7.00,,244.98
09/25/2019,CHEGG  ORDER,20.35,,265.33
09/25/2019,SQ *MY BUSINESS,15.00,,280.33
09/26/2019,AMZN Mktp CA*CQ32X3KJ3,16.96,,297.29
09/26/2019,AMZN Mktp CA*VF28S8BN3,28.49,,325.78
09/26/2019,UBER EATS HELP.UBER.COM,14.27,,340.05
09/26/2019,BENTO SUSHI - UBC,100.00,,440.05
09/26/2019,UPPER CASE,2.63,,442.68
09/27/2019,BC LIQUOR #192,17.61,,460.29
09/27/2019,WWW.COURSEHERO.COM,162.51,,622.80
09/28/2019,PIZZA HUT #31138 D,38.32,,661.12
09/28/2019,DOMINOS PIZZA #39032,20.97,,682.09
09/29/2019,UBER EATS HELP.UBER.COM,6.25,,688.34
09/29/2019,TIM HORTONS  - TREK,12.67,,701.01
09/29/2019,GOOGLE *Google Play,0.99,,702.00
09/30/2019,DOORDASH*A&W CANADA,20.12,,722.12
09/30/2019,GROCERY CHECKOUT,1.97,,724.09
09/30/2019,CYCLEHOP CANADA,10.00,,734.09
09/30/2019,UBER EATS HELP.UBER.COM,10.87,,744.96
10/01/2019,AMZN Mktp CA*J43FD9CQ3,109.34,,854.30
10/02/2019,VEND MASTER SERVICES CORP,2.50,,856.80
10/02/2019,UNIVERSITY PHARMACY,1.55,,858.35
10/03/2019,UBER EATS HELP.UBER.COM,12.54,,870.89
10/03/2019,UBER EATS HELP.UBER.COM,10.92,,881.81
10/04/2019,Amazon.ca*6R2AQ0IW3,21.57,,903.38
10/04/2019,PAYMENT - THANK YOU,,856.80,46.58
10/04/2019,SAVE ON FOODS #993,37.99,,84.57
10/04/2019,BC LIQUOR #192,90.65,,175.22
10/05/2019,PIZZA HUT #31138 D,21.95,,197.17
10/05/2019,BLACK TOP & CHECKER CABS,29.75,,226.92
10/05/2019,BARNONE,18.40,,245.32
10/05/2019,DOMINOS PIZZA #39032,35.10,,280.42
10/06/2019,MCDONALD'S #19170  Q04,3.77,,284.19
10/06/2019,THE HASTINGS WAREHOUSE,93.86,,378.05
10/07/2019,AMZN Mktp CA*G28GB8AB3,48.99,,427.04
10/08/2019,AMZN Mktp CA*1F6A49SD3,85.99,,513.03
10/08/2019,AMZN Mktp CA*BG6J20AR3,171.98,,685.01
10/09/2019,Amazon.ca*FN6D40SL3,99.06,,784.07
10/09/2019,APPLE ONLINE STORE,28.00,,812.07
10/09/2019,CYCLEHOP CANADA,2.34,,814.41
10/09/2019,COWBOYS VAPE & SMOKES,40.75,,855.16
10/10/2019,UBER EATS HELP.UBER.COM,11.09,,866.25
10/11/2019,GALLERY,26.75,,893.00
10/11/2019,GALLERY,6.58,,899.58
10/13/2019,UPPER CASE,2.89,,902.47
10/13/2019,CYCLEHOP CANADA,3.26,,905.73
10/13/2019,CYCLEHOP CANADA,2.15,,907.88
10/13/2019,UBER EATS HELP.UBER.COM,32.31,,940.19
10/13/2019,FAMOUS PLAYER 1422QPS,7.86,,948.05
10/13/2019,MIYAMAE SUSHI,12.55,,960.60
10/14/2019,UBER EATS HELP.UBER.COM,10.11,,970.71
10/14/2019,DOORDASH*A&W CANADA,16.63,,987.34
10/14/2019,PIZZA HUT #31138,20.98,,1008.32
10/14/2019,MAN CAVE BARBER SHOP,43.90,,1052.22
10/15/2019,CYCLEHOP CANADA,2.00,,1054.22
10/15/2019,UBER EATS HELP.UBER.COM,18.47,,1072.69
10/15/2019,Amazon.ca*QX05P2OB3,9.60,,1082.29
10/16/2019,PAYMENT - THANK YOU,,700.00,382.29
10/16/2019,GROCERY CHECKOUT,1.56,,383.85
10/16/2019,UBER EATS HELP.UBER.COM,10.92,,394.77
