01/13/2020,PAYMENT - THANK YOU,,391.26,198.88
01/13/2020,SAUDER EXCHANGE CAFE,2.42,,201.30
01/13/2020,EVO CAR SHARE,15.58,,216.88
01/13/2020,dhgate.com,52.44,,269.32
01/13/2020,AMZN Mktp CA*JH4GN4HI3,66.14,,335.46
01/14/2020,SAVE ON FOODS #993,14.93,,350.39
01/14/2020,CAREVILLE PHARMACY UBC,43.12,,393.51
01/15/2020,Amazon.ca*DG26E0343,16.79,,410.30
01/15/2020,BOOSTER JUICE STORE 19,7.30,,417.60
01/15/2020,SAVE ON FOODS #993,23.04,,440.64
01/15/2020,VANCOUVER AQUARIUM-ECO,79.80,,520.44
01/16/2020,BOOSTER JUICE STORE 19,7.30,,527.74
01/17/2020,PAYMENT - THANK YOU,,221.40,306.34
01/17/2020,BOOSTER JUICE STORE 19,7.30,,313.64
01/18/2020,DOORDASH*HANDI CUISINE,19.85,,333.49
01/18/2020,AMZN Mktp CA*T50P97CH3,49.83,,383.32
01/18/2020,AMZN Mktp CA*OL01840H3,27.99,,411.31
01/18/2020,Amazon.ca*YN1JF4B83,21.27,,432.58
01/19/2020,UBER EATS HELP.UBER.COM,20.52,,453.10
01/19/2020,DOORDASH*SUBWAY,13.66,,466.76
01/19/2020,Amazon.ca*N893O4E33,74.02,,540.78
01/20/2020,UBER EATS HELP.UBER.COM,15.41,,556.19
01/20/2020,SHOWPASS* AMS EVENTS -,25.01,,581.20
01/21/2020,DOORDASH DASHPASS,9.99,,591.19
01/21/2020,PAYMENT - THANK YOU,,216.00,375.19
01/21/2020,PAYMENT - THANK YOU,,1500.00,-1124.81
01/21/2020,DOORDASH*DONAIR DUDE,15.98,,-1108.83
01/21/2020,AMZ*Amazon.ca,,33.84,-1142.67
01/21/2020,AMZN Mktp CA*DJ15Q0GW3,26.87,,-1115.80
01/21/2020,AMZN Mktp CA*NF9G78I43,26.87,,-1088.93
01/21/2020,APPLE STORE #R280,1271.61,,182.68
01/22/2020,AMZN Mktp CA*QG2VF0863,32.92,,215.60
01/22/2020,EVO CAR SHARE,13.93,,229.53
01/22/2020,AMZN Mktp CA*486GK8HH3,10.99,,240.52
01/22/2020,JAL AIRLINE 1312134996217,2121.20,,2361.72
01/23/2020,PAYMENT - THANK YOU,,300.00,2061.72
01/23/2020,LIFE CHIROPRACTIC,30.00,,2091.72
01/23/2020,LIFE CHIROPRACTIC,255.00,,2346.72
01/23/2020,AMZ*YH-Goods,,26.87,2319.85
01/23/2020,AIRBNB * HMTHP8WTXP,390.24,,2710.09
01/23/2020,AMZ*V-I-V-O,,178.49,2531.60
01/23/2020,DOORDASH*A&W CANADA,14.52,,2546.12
01/23/2020,UNCLE FATIH'S PIZZA,6.50,,2552.62
01/24/2020,PAYMENT - THANK YOU,,250.00,2302.62
01/24/2020,EVO CAR SHARE,5.25,,2307.87
01/25/2020,DOORDASH*THAI BASIL,14.29,,2322.16
01/25/2020,AIRBNB * HMP8T9PK2J,462.24,,2784.40
01/25/2020,AIRBNB * HMTHP8WTXP,,390.24,2394.16
01/25/2020,SP * DEADSTOCK.CA,22.40,,2416.56
01/25/2020,DOORDASH*SUBWAY,13.66,,2430.22
01/25/2020,Amazon.ca*6169C1IV3,61.56,,2491.78
01/26/2020,UberBV,20.02,,2511.80
01/26/2020,CINEMA PUBLIC HOUSE,22.48,,2534.28
